"id","name","short_description","parent_id","category","category_name","updated"
"opera_vpn","Opera VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T01:27:25.051Z"
"optimizely","Optimizely","Customer experience optimization service",,"advertising","Advertising","2020-05-27T23:16:15.876Z"
"oracle_sql","Oracle SQL","Relational database",,"database","Database","2020-05-28T01:28:21.229Z"
"origin_com","Origin","Online gaming and digital distribution and rights management platform by EA",,"gaming","Gaming","2020-08-21T20:06:06.168Z"
"oscar","OSCAR","Open System for CommunicAtion in Realtime",,"messaging","Messaging","2020-05-28T01:28:55.848Z"
"osmand","OsmAnd","Map and navigation service",,"navigation","Navigation","2020-05-28T01:29:04.791Z"
"ossec","OSSEC","Open-source host-based intrusion detection system",,"networking","Networking","2020-05-28T01:29:20.284Z"
"oto_global","OTO Global","Voice calling service",,"messaging","Messaging","2020-05-28T01:29:42.476Z"
"oto_global_call","OTO Global Call","Voice and video calling","oto_global","messaging","Messaging","2020-08-14T00:12:41.825Z"
"outbrain","Outbrain","Web advertising platform",,"advertising","Advertising","2020-05-27T23:15:31.495Z"
"overcast","Overcast","Podcast download and listening service",,"audio","Audio","2020-06-24T00:35:37.956Z"
"ovpn_finder","OVPN Finder","OpenVPN server searching service",,"remoting","Remoting","2020-05-28T01:30:31.610Z"
"p2pool","p2pool","Decentralized cryptocurrency mining pool",,"file_transfer","File Transfer","2020-05-28T01:30:58.861Z"
"padlet","Padlet","Online virtual bulletin board",,"collaboration","Collaboration","2020-06-19T20:08:40.395Z"
"palringo","Palringo","Community group message and gaming platform",,"messaging","Messaging","2020-05-28T03:48:22.200Z"
"paltalk","Paltalk","Video group chat service",,"messaging","Messaging","2020-05-28T03:48:41.694Z"
"pandora","Pandora","Music streaming service",,"audio","Audio","2020-06-24T00:36:19.011Z"
"papi","Aruba Proprietary Access Protocol Interface","Access Point management protocol",,"networking","Networking","2020-05-28T03:49:21.255Z"
"paradox_interactive","Paradox Interactive","Video game traffic",,"gaming","Gaming","2020-07-30T23:20:04.799Z"
"parallels","Parallels","Virtual compute service",,"remoting","Remoting","2020-05-28T03:50:33.309Z"
"patch_com","Patch","American news and information platform",,"news","News","2020-05-28T03:51:04.546Z"
"path_of_exile","Path of Exile","Action role-playing video game",,"gaming","Gaming","2020-05-28T03:51:31.987Z"
"path_talk","Path Talk","Social network ",,"messaging","Messaging","2020-05-28T03:51:52.083Z"
"paymoapp","Paymo","Online project management service",,"productivity","Productivity","2020-05-31T04:31:07.130Z"
"paypal","PayPal","Online payments service",,"shopping","Shopping","2020-05-28T03:52:12.552Z"
"pbs_kids","PBS Kids","Children's programming by PBS",,"video","Video","2020-05-31T23:29:48.828Z"
"pc_duo","PC-Duo","Remote control software",,"remoting","Remoting","2020-05-28T03:53:24.708Z"
"pcep","PCEP","Path Computation Element protocol",,"networking","Networking","2020-05-28T03:53:53.422Z"
"pcloud","pCloud - Cloud Storage","Cloud file storage service",,"file_transfer","File Transfer","2020-05-28T03:53:58.843Z"
"pcoip","PCoIP","Remote display protocol",,"remoting","Remoting","2020-05-28T03:54:10.857Z"
"pdbox","Pdbox","Peer-to-peer file sharing service",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:51:42.400Z"
"pdf","PDF","Portable Document Format related traffic",,"file_transfer","File Transfer","2020-05-28T03:55:11.365Z"
"pdproxy","PD-Proxy","Web-based proxy service",,"remoting","Remoting","2020-05-28T03:56:14.921Z"
"peardeck","Pear Deck","Education K-12 platform",,"education","Education","2020-05-31T04:31:29.582Z"
"pearltrees","Pearltrees","Collaborative curation tool",,"social","Social","2020-05-28T03:57:50.386Z"
"pebblego","PebbleGo","K-3 online reading and research database",,"education","Education","2020-06-26T23:01:49.504Z"
"peercoin","Peercoin","Peer-to-peer cryptocurrency",,"file_transfer","File Transfer","2020-05-28T03:58:07.624Z"
"peloton","Peloton","Streaming fitness service",,"health","Health & Fitness","2020-09-16T22:38:18.918Z"
"perfect_world_games","Perfect World Games","Video game traffic by Perfect World",,"gaming","Gaming","2020-05-28T03:58:20.351Z"
"perforce","Perforce","Revision control system",,"productivity","Productivity","2020-05-31T04:32:21.627Z"
"periscope","Periscope","Live video streaming app",,"social","Social","2020-05-28T03:58:40.728Z"
"pexip","Pexip","Meeting and interoperability media platfrom",,"messaging","Messaging","2020-05-28T03:58:58.608Z"
"phantasy_star_online_2","Phantasy Star Online 2","Online role-playing game published by Sega",,"gaming","Gaming","2020-09-11T22:18:50.554Z"
"phantom_fex","Phantom EFX","Card, casino and gambling games",,"gaming","Gaming","2020-05-28T03:59:28.232Z"
"phantom_vpn","Phantom VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T03:59:39.683Z"
"philips","Philips","Consumer and business electronics",,"remoting","Remoting","2020-05-28T03:59:54.267Z"
"philips_hue","Philips Hue","Wirelessly controlled LED lamps",,"remoting","Remoting","2020-05-28T04:00:05.249Z"
"photomath","Photomath","Mathematical camera calculator",,"education","Education","2020-05-31T04:33:04.227Z"
"photorank","Photorank","Measuring user photo-sharing activity",,"advertising","Advertising","2020-05-27T23:14:56.867Z"
"piccollage","PicCollage","Photo, sticker and text collages",,"photo","Photo","2020-05-28T04:00:48.683Z"
"picsart","PicsArt","Image editing, collage and drawing service",,"photo","Photo","2020-05-28T04:01:06.667Z"
"picturethis","PictureThis","Online plant encyclopedia",,"education","Education","2020-07-31T01:51:29.579Z"
"pinger","Pinger","Texting and calling service",,"messaging","Messaging","2020-05-28T04:01:19.700Z"
"pinger_call","Pinger Call","Voice and video calling","pinger","messaging","Messaging","2020-08-14T00:13:19.936Z"
"pinterest","Pinterest","Discover and save photos",,"social","Social","2020-05-28T04:02:46.239Z"
"pivotal_tracker","Pivotal Tracker","Project planning software",,"productivity","Productivity","2020-05-31T04:33:34.839Z"
"pixalate","Pixalate","Advertising fraud intelligence and marketing compliance platform",,"advertising","Advertising","2020-05-28T04:04:06.658Z"
"pixelberry","Pixelberry Studios","Video game traffic by Pixelberry",,"gaming","Gaming","2020-05-28T04:04:21.160Z"
"pjl","PJL","Printer job management service",,"networking","Networking","2020-05-28T04:05:12.915Z"
"plarium","Plarium","Video game traffic by Plarium",,"gaming","Gaming","2020-05-28T04:05:28.396Z"
"playdemic","Playdemic","Video game traffic by Playdemic",,"gaming","Gaming","2020-05-28T04:05:46.797Z"
"playerunknowns_battlegrounds","PlayerUnknown's Battlegrounds","Battle royale video game",,"gaming","Gaming","2020-05-28T04:05:59.106Z"
"playfab","PlayFab","Backend game platform as a service",,"gaming","Gaming","2020-05-28T04:06:20.924Z"
"playgendary","Playgendary","Video game traffic by Playgendary",,"gaming","Gaming","2020-05-28T04:06:36.841Z"
"playhaven","PlayHaven","Mobile gaming monetization platform",,"advertising","Advertising","2020-05-27T23:13:32.401Z"
"playrix","Playrix","Video game traffic by Playrix",,"gaming","Gaming","2020-05-28T04:07:11.698Z"
"playtika","Playtika","Casino style video games",,"gaming","Gaming","2020-05-28T04:07:24.206Z"
"plentyoffish","Plentyoffish","Online dating service",,"social","Social","2020-05-28T04:07:33.522Z"
"plex","Plex","Audio and video media player services",,"video","Video","2020-05-28T04:08:10.442Z"
"plexvpn","PlexVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T04:08:29.834Z"
"plustransfer","PlusTransfer","Large file transfer for email",,"file_transfer","File Transfer","2020-05-28T04:08:47.681Z"
"plutotv","PlutoTV","American internet television service",,"video","Video","2020-05-28T04:08:53.363Z"
"pnrp","PNRP","Peer-to-peer name resolution service",,"networking","Networking","2020-05-28T04:09:07.099Z"
"pocket","Pocket","Article reading list management service",,"news","News","2020-05-28T04:09:23.999Z"
"pocketcamp","Animal Crossing: Pocket Camp","Social simulation video game",,"gaming","Gaming","2020-05-28T04:10:03.007Z"
"pocket_controller","Pocket Controller","Remote control help desk software",,"remoting","Remoting","2020-05-28T04:10:17.613Z"
"pokec","Pokec","Online social network",,"social","Social","2020-05-28T04:10:26.745Z"
"pokemon_cafe_mix","Pokemon Cafe Mix","Puzzle video game",,"gaming","Gaming","2020-08-25T21:58:42.537Z"
"pokemon_go","Pokemon GO","Augmented reality video game",,"gaming","Gaming","2020-05-28T04:10:37.569Z"
"pokemon_home","Pokemon Home","Cloud service for Pokemon gaming",,"gaming","Gaming","2020-08-25T21:54:44.882Z"
"pokemon_lets_go","Pokemon Let's Go","Adventure Role-Playing video game",,"gaming","Gaming","2020-09-11T21:18:07.261Z"
"pokemonmasters","Pokemon Masters","Pokemon strategy and battling game",,"gaming","Gaming","2020-08-25T22:01:58.247Z"
"pokemon_sword_shield","Pokemon Sword and Shield","Role-playing video game",,"gaming","Gaming","2020-08-21T22:53:05.592Z"
"polyup","Polyup","3D playground for learning math",,"education","Education","2020-05-31T04:34:11.838Z"
"pop3","POP3","Standard email protocol",,"messaging","Messaging","2020-05-28T04:12:34.408Z"
"pops_lots","POP! Slots","Casino gambling video game",,"gaming","Gaming","2020-05-28T04:12:47.274Z"
"poshmark","Poshmark","Social commerce marketplace",,"shopping","Shopping","2020-05-28T04:12:59.843Z"
"postgresql","PostgreSQL","Object relational database management system",,"database","Database","2020-05-28T04:13:45.586Z"
"postmates","Postmates","Local courier network",,"shopping","Shopping","2020-06-04T01:05:35.315Z"
"pptp","PPTP","Virtual Private Network protocol",,"remoting","Remoting","2020-05-28T04:15:57.408Z"
"pptv","PPTV","Video streaming service",,"video","Video","2020-05-28T04:16:13.953Z"
"prisma","Prisma","Mobile media editing software",,"photo","Photo","2020-05-28T04:16:44.198Z"
"private_internet_access","Private Internet Access","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T04:18:35.691Z"
"private_tunnel","Private Tunnel VPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T04:24:00.117Z"
"privatix","Privatix","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T04:24:15.910Z"
"prodigy_math_game","Prodigy Math Game","Mathematics learning platform",,"gaming","Gaming","2020-05-28T04:25:13.396Z"
"product_madness","ProductMadness","Casino gambling video games by ProductMadness",,"gaming","Gaming","2020-06-04T00:22:54.867Z"
"projectplace","Projectplace","Collaborative work management software",,"productivity","Productivity","2020-05-31T04:34:50.343Z"
"propertybrothers_hd","Property Brothers Home Design","Home design video game",,"gaming","Gaming","2020-05-28T04:31:27.294Z"
"protonmail","ProtonMail","Encrypted email service",,"messaging","Messaging","2020-05-28T04:32:14.087Z"
"prowise","Prowise","Interactive digital education service",,"collaboration","Collaboration","2020-06-19T20:33:20.685Z"
"proxpn","proXPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T04:32:31.624Z"
"pruna","Pruna","Peer-to-peer download tool",,"file_transfer","File Transfer","2020-05-28T04:32:42.829Z"
"psiphon","Psiphon","Censorship circumvention and obfuscation proxy",,"remoting","Remoting","2020-05-28T04:33:08.207Z"
"ptp","PTP","Clock synchronization protocol",,"networking","Networking","2020-05-28T04:33:48.626Z"
"ptunnel","ptunnel","Tunnel TCP connections over ICMP",,"networking","Networking","2020-06-10T22:00:45.650Z"
"pubmatic","PubMatic","Online advertising software and strategies service",,"advertising","Advertising","2020-05-28T04:34:00.777Z"
"pulsepoint","PulsePoint","Healthcare marketing platform",,"advertising","Advertising","2020-05-27T23:08:43.092Z"
"pulseway","Pulseway","Remote monitoring and management service",,"remoting","Remoting","2020-05-28T04:34:15.822Z"
"purevpn","PureVPN","Multi-protocol Virtual Private Network",,"remoting","Remoting","2020-05-28T04:34:22.388Z"
"purplemash","Purple Mash","Online education platform",,"education","Education","2020-06-19T20:12:46.613Z"
"qianlong","Qianlong","Stock trading service",,"shopping","Shopping","2020-06-04T01:06:40.694Z"
"qihoo_360","Qihoo 360","Security and anti-virus service",,"security","Security Software","2020-06-01T00:01:06.269Z"
"qq_game","QQ Game","Video game traffic by QQ Game",,"gaming","Gaming","2020-05-28T04:34:56.442Z"
"qq_mail","QQmail","Web-based email service by Tencent",,"messaging","Messaging","2020-05-28T04:35:09.300Z"
"quake","Quake","First-person shooter video game",,"gaming","Gaming","2020-05-28T04:36:16.050Z"
"qualtrics","Qualtrics","Online survey and analytics platform",,"advertising","Advertising","2020-05-27T23:00:49.989Z"
"quantcast","Quantcast","Real-time advertising, audience insights and measurement platform",,"advertising","Advertising","2020-05-27T20:14:07.758Z"
"quibi","Quibi","Short-form mobile video platform",,"video","Video","2020-05-28T04:36:42.128Z"
"quic","QUIC","Transport layer network protocol",,"networking","Networking","2020-05-28T04:37:10.379Z"
"quickbooks","QuickBooks","Accounting software",,"business","Business","2020-05-31T23:28:11.642Z"
"quik","Quik","Mobile video editing software",,"video","Video","2020-05-28T04:37:58.572Z"
"quizizz","Quizizz","Multiplayer quiz game",,"education","Education","2020-07-17T16:49:41.465Z"
"quizlet","Quizlet","American study tool and games",,"education","Education","2020-05-31T04:35:21.110Z"
"quora","Quora","Question/answer service",,"social","Social","2020-06-04T01:07:47.912Z"
"rabbit","Rabbit","Video streaming sharing service",,"messaging","Messaging","2020-05-28T04:41:02.259Z"
"rabbit_call","Rabbit Call","Voice and video calling","rabbit","messaging","Messaging","2020-08-14T00:13:56.712Z"
"rachio","Rachio","Smart sprinkler controller",,"device","Smart Device","2020-07-10T01:29:00.930Z"
"radish","Radish","Mobile reading app",,"other","Other","2020-07-31T00:04:53.155Z"
"radius","RADIUS","Centralized authentication networking protocol",,"networking","Networking","2020-05-28T04:41:29.382Z"
"radmin","Radmin","Remote access software",,"remoting","Remoting","2020-05-28T04:43:29.483Z"
"raidcall","RaidCall","Group communication and instance messaging service",,"messaging","Messaging","2020-05-28T04:43:44.280Z"
"raknet","RakNet","Multiplayer game engine",,"gaming","Gaming","2020-08-31T17:37:33.494Z"
"rakuten","Ebates Rakuten","Leading internet service provider",,"shopping","Shopping","2020-05-28T04:44:22.756Z"
"random_chat","Random Chat","Random video chat service with strangers",,"social","Social","2020-05-28T04:44:37.140Z"
"rarbg","RARBG","Peer-to-peer file sharing search website",,"p2p","Peer-to-peer File Sharing","2020-06-01T15:52:51.560Z"
"rdp","RDP","Remote Desktop Protocol by Microsoft",,"remoting","Remoting","2020-05-28T04:45:28.134Z"
"readworks","ReadWorks","Online reading resource for K-12 students",,"education","Education","2020-07-10T01:00:29.958Z"
"rebtel","Rebtel","Voice calling and instant messaging service",,"messaging","Messaging","2020-05-28T04:45:46.120Z"
"redbull_tv","Red Bull TV","Red Bull TV",,"video","Video","2020-09-17T22:22:44.690Z"
